source,title,url,published,summary
NVIDIA Technical Blog,Accelerated and Distributed UPF for the Era of Agentic AI and 6G,https://developer.nvidia.com/blog/accelerated-and-distributed-upf-for-the-era-of-agentic-ai-and-6g,2025-10-15 18:06:57+0000,The telecommunications industry is innovating rapidly toward 6G for both AI-native Radio Access Networks (AI-RAN) and AI-Core. The distributed User Plane...
Anthropic News,"Announcements Anthropic and Salesforce expand partnership to bring Claude to regulated industries Oct 14, 2025",https://www.anthropic.com/news/salesforce-anthropic-expanded-partnership,2025-10-14 22:33:45,
NVIDIA Technical Blog,"Building the 800 VDC Ecosystem for Efficient, Scalable AI Factories",https://developer.nvidia.com/blog/building-the-800-vdc-ecosystem-for-efficient-scalable-ai-factories,2025-10-13 15:00:00+0000,"For decades, traditional data centers have been vast halls of servers with power and cooling as secondary considerations. The rise of generative AI has changed..."
Apple ML Research,International Conference on Computer Vision (ICCV) 2025,https://machinelearning.apple.com/updates/apple-at-iccv-2025,2025-10-13 00:00:00+0000,"Apple is presenting new work at the biennial International Conference on Computer Vision (ICCV) , which takes place in person from October 19 to 23, in Honolulu, Hawai’i. The conference alternates each year with the European Conference on Computer Vision (ECCV), and focuses on important topics the field of computer vision."
NVIDIA Technical Blog,Build a Log Analysis Multi-Agent Self-Corrective RAG System with NVIDIA Nemotron,https://developer.nvidia.com/blog/build-a-log-analysis-multi-agent-self-corrective-rag-system-with-nvidia-nemotron,2025-10-10 16:00:00+0000,"Logs are the lifeblood of modern systems. But as applications scale, logs often grow into endless walls of text—noisy, repetitive, and overwhelming. Hunting..."
鹿島建設 プレス,CO 2 -SUICOM製の大型ブロック擁壁を高速道路工事に初適用,202510/9c1-j.htm,2025-10-09 22:40:02,
Anthropic News,"Product Customize Claude Code with plugins Oct 09, 2025",https://www.anthropic.com/news/claude-code-plugins,2025-10-09 22:39:57,
NVIDIA Technical Blog,From Assistant to Adversary: Exploiting Agentic AI Developer Tools,https://developer.nvidia.com/blog/from-assistant-to-adversary-exploiting-agentic-ai-developer-tools,2025-10-09 16:00:00+0000,"Developers are increasingly turning to AI-enabled tools for coding, including Cursor, OpenAI Codex, Claude Code, and GitHub Copilot. While these automation..."
Anthropic News,"Announcements Expanding our global operations to India with our second Asia Pacific office Oct 07, 2025",https://www.anthropic.com/news/expanding-global-operations-to-india,2025-10-08 22:40:41,
NVIDIA Technical Blog,Training Federated AI Models to Predict Protein Properties,https://developer.nvidia.com/blog/training-federated-ai-models-to-predict-protein-properties,2025-10-08 16:58:05+0000,Predicting where proteins are located inside a cell is critical in biology and drug discovery. This process is known as subcellular localization. The location...
鹿島建設 プレス,施工延長が短い床版取替工事に適した「シングルSDR」を実工事に初導入,202510/7c1-j.htm,2025-10-07 22:39:31,
Anthropic News,"Announcements Rahul Patil joins Anthropic as Chief Technology Officer Oct 7, 2025",https://www.anthropic.com/news/rahul-patil-joins-anthropic,2025-10-07 22:39:22,
Anthropic News,"Announcements Deloitte will make Claude available to 470,000 people across its global network Oct 06, 2025",https://www.anthropic.com/news/deloitte-anthropic-partnership,2025-10-06 22:37:27,
NVIDIA Technical Blog,Speeding Up Data Decompression with nvCOMP and the NVIDIA Blackwell Decompression Engine,https://developer.nvidia.com/blog/speeding-up-data-decompression-with-nvcomp-and-the-nvidia-blackwell-decompression-engine,2025-10-06 16:00:00+0000,"Compression is a common technique to reduce storage costs and accelerate input/output transfer times across databases, data-center communications,..."
鹿島建設 プレス,クールな日本がここにある。“JAPAN”な夜を楽しむ「ハネダ夜街」イベント詳細決定,202510/pdf/3a1-j.pdf,2025-10-03 22:35:42,
鹿島建設 プレス,鹿島の社有林が地域生物多様性増進法に基づく自然共生サイトの第一弾に認定,202510/2e1-j.htm,2025-10-02 22:37:43,
Sony AI News,"September 9, 2025 | Sony AI Advancing Analog Design with AI: Sony AI’s Contributions at MLCAD 2025",https://ai.sony/blog/Advancing-Analog-Design-with-AI-Sony-AI’s-Contributions-at-MLCAD-2025,2025-10-02 22:37:35,
Sony AI News,Learn More,https://ai.sony/blog/Advancing-AI-Highlights-from-September,2025-10-02 22:37:35,
鹿島建設 プレス,無垢の杉材を用いた木質耐火被覆工法「Tie-KaSOLID ® 」を実適用,202510/1a1-j.htm,2025-10-01 22:40:04,
Anthropic News,"Announcements How enterprises are driving AI transformation with Claude Oct 01, 2025",https://www.anthropic.com/news/driving-ai-transformation-with-claude,2025-10-01 22:39:54,
Anthropic News,"Product Claude and Slack Oct 01, 2025",https://www.anthropic.com/news/claude-and-slack,2025-10-01 22:39:54,
Anthropic News,"Product Enabling Claude Code to work more autonomously Sep 29, 2025",https://www.anthropic.com/news/enabling-claude-code-to-work-more-autonomously,2025-09-29 22:33:02,
Anthropic News,"Product Managing context on the Claude Developer Platform Sep 29, 2025",https://www.anthropic.com/news/context-management,2025-09-29 22:33:02,
Anthropic News,"Announcements Introducing Claude Sonnet 4.5 Sep 29, 2025",https://www.anthropic.com/news/claude-sonnet-4-5,2025-09-29 22:33:02,
NVIDIA Technical Blog,Smart Multi-Node Scheduling for Fast and Efficient LLM Inference with NVIDIA Run:ai and NVIDIA Dynamo,https://developer.nvidia.com/blog/smart-multi-node-scheduling-for-fast-and-efficient-llm-inference-with-nvidia-runai-and-nvidia-dynamo,2025-09-29 15:00:00+0000,"The exponential growth in large language model complexity has created challenges, such as models too large for single GPUs, workloads that demand high..."
NVIDIA Technical Blog,Upcoming Digital Event: Open Accelerated Computing Summit,https://events.zoom.us/ev/Ag9h43l88Btk65TlD9a2oZD5gLWhBD4HPbnApXEgazabeggG1Amq~Ah35JdKFc3kjnPkJVjccd7ubm35Av5p_vKJviCDFm-OnTsouYuioDrkaYg,2025-09-28 15:00:00+0000,Join the OAC Summit on October 7-8 and dive into recent research at the crossroads of AI and HPC.
NVIDIA Technical Blog,"Why CVEs Belong in Frameworks and Apps, Not AI Models",https://developer.nvidia.com/blog/why-cves-belong-in-frameworks-and-apps-not-ai-models,2025-09-26 16:31:23+0000,"The Common Vulnerabilities and Exposures (CVE) system is the global standard for cataloging security flaws in software. Maintained by MITRE and backed by CISA,..."
NVIDIA Technical Blog,How to Integrate Computer Vision Pipelines with Generative AI and Reasoning,https://developer.nvidia.com/blog/how-to-integrate-computer-vision-pipelines-with-generative-ai-and-reasoning,2025-09-25 16:42:53+0000,Generative AI is opening new possibilities for analyzing existing video streams. Video analytics are evolving from counting objects to turning raw video content...
NVIDIA Technical Blog,How to GPU-Accelerate Model Training with CUDA-X Data Science,https://developer.nvidia.com/blog/how-to-gpu-accelerate-model-training-with-cuda-x-data-science,2025-09-25 16:30:00+0000,"In previous posts on AI in manufacturing and operations, we covered the unique data challenges in the supply chain and how smart feature engineering can..."
鹿島建設 プレス,JR「関内」駅前 大規模ミクストユース型プロジェクト 「BASEGATE 横浜関内」2026年3月19日グランドオープン 入居テナント55店舗の詳細と小割飲食ゾーンの名称を発表,202509/pdf/24a1-j.pdf,2025-09-24 22:35:56,
Anthropic News,"Announcements Claude is now available in Microsoft 365 Copilot Sep 24, 2025",https://www.anthropic.com/news/claude-now-available-in-microsoft-365-copilot,2025-09-24 22:35:50,
NVIDIA Technical Blog,NVIDIA Open Sources Audio2Face Animation Model,https://developer.nvidia.com/blog/nvidia-open-sources-audio2face-animation-model,2025-09-24 17:00:00+0000,"By leveraging large language and speech models, generative AI is creating intelligent 3D avatars that can engage users in natural conversation, from video games..."
NVIDIA Technical Blog,Deploy High-Performance AI Models in Windows Applications on NVIDIA RTX AI PCs,https://developer.nvidia.com/blog/deploy-ai-models-faster-with-windows-ml-on-rtx-pcs,2025-09-23 19:20:46+0000,"Today, Microsoft is making Windows ML available to developers. Windows ML enables C#, C++ and Python developers to optimally run AI models locally across PC..."
NVIDIA Technical Blog,Faster Training Throughput in FP8 Precision with NVIDIA NeMo,https://developer.nvidia.com/blog/faster-training-throughput-in-fp8-precision-with-nvidia-nemo,2025-09-23 16:36:21+0000,"In previous posts on FP8 training, we explored the fundamentals of FP8 precision and took a deep dive into the various scaling recipes for practical large-scale..."
NVIDIA Technical Blog,Reasoning Through Molecular Synthetic Pathways with Generative AI,https://developer.nvidia.com/blog/reasoning-through-molecular-synthetic-pathways-with-generative-ai,2025-09-23 15:30:00+0000,"A recurring challenge in molecular design, whether for pharmaceutical, chemical, or material applications, is creating synthesizable molecules. Synthesizability..."
Anthropic News,Economic Futures,https://www.anthropic.com/economic-futures,2025-09-22 22:39:57,
安藤ハザマ ニュース,ZEB・ZEH 快適な省エネ建築物の設計・提案、技術開発に取り組んでいます。当社のZEB・ZEH取組方針や実績を紹介しています。,https://www.ad-hzm.co.jp/solution/zeb,2025-09-22 08:02:27,
安藤ハザマ ニュース,海外進出サポート,https://www.ad-hzm.co.jp/solution/overseas,2025-09-22 08:02:27,
安藤ハザマ ニュース,技術研究所 本館と幅広い分野の実験施設を備えた技術研究所では「人間と自然環境を結ぶ技術の創出」をコンセプトに掲げ、現在そして将来に向けた研究開発に取り組んでいます。,https://www.ad-hzm.co.jp/solution/laboratory,2025-09-22 08:02:27,
安藤ハザマ ニュース,技術・ ソリューション,https://www.ad-hzm.co.jp/solution,2025-09-22 08:02:27,
安藤ハザマ ニュース,第44回明治神宮薪能へのご招待 今年で第44回を迎える明治神宮薪能開催のお知らせです。,https://www.ad-hzm.co.jp/lp/takiginou/2025,2025-09-22 08:02:27,
安藤ハザマ ニュース,非財務データ,https://www.ad-hzm.co.jp/assets/pdf/sustainability/nd/non-financialdata.pdf,2025-09-22 08:02:27,
鹿島建設 プレス,KAJIMA MONTHLY REPORT - 月報KAJIMA,https://www.kajima.co.jp/news/digest/index-j.html,2025-09-22 08:02:26,
鹿島建設 プレス,“これぞ日本!”な食・遊・知のコンテンツがHICity ® に大集結 ナイトタイムイベント「ハネダ夜街」開催決定,202509/pdf/16a1-j.pdf,2025-09-22 08:02:26,
鹿島建設 プレス,リアルタイム3Dスキャンにより現場状況の”今”を3次元で見える化,202509/9c1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,高速道路高架橋の耐震補強にUHPFRCを初適用,202509/4c1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,南海トラフ地震「半割れ」を想定した広域連携BCP 訓練を実施,202509/2m1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,エレクタ付き2ノズル自動吹付け機を実工事に初導入,202509/1c1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,「ANAホリデイ・インリゾート軽井沢」 9月12日(金)開業,202509/18a1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,有害物質が付着した金属廃棄物の無害化・再資源化により、サーキュラーエコノミーを実現,202508/pdf/27e1-j.pdf,2025-09-22 08:02:26,
鹿島建設 プレス,仙台駅至近のビジネスエリアに高機能オフィスビル「NANT仙台南町」が開業,202508/7a1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,ZEB Ready取得オフィスビル「芝御成門タワー」が竣工,202508/28a1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,植物を用いた有用タンパク質生産のための研究開発拠点を設置しました,202507/pdf/9e1-j.pdf,2025-09-22 08:02:26,
鹿島建設 プレス,大規模複合施設「HANEDA INNOVATION CITY ® 」「NO BORDER BONODORI×台湾好包miniフェス」開催決定,202507/pdf/8a1-j.pdf,2025-09-22 08:02:26,
鹿島建設 プレス,「関内駅前北口地区第一種市街地再開発事業」関内駅前北口地区市街地再開発組合を設立,202507/pdf/7a1-j.pdf,2025-09-22 08:02:26,
鹿島建設 プレス,札幌4丁目プレイスの商業施設「4PLA」の全テナントが決定!地上2階・3階は8月7日、地下1階は10月9日に開業,202507/24a1-j.htm,2025-09-22 08:02:26,
鹿島建設 プレス,斜杭式桟橋・ドルフィン上部工のフルプレキャスト化の実現により、海上作業を大幅に省力化,202506/2c1-j.htm,2025-09-22 08:02:26,
